gene	EM-seq_Preleukemia_Control_rep1	EM-seq_Preleukemia_Control_rep2	EM-seq_Preleukemia_Control_rep3	EM-seq_Preleukemia_Tet2_rep1	EM-seq_Preleukemia_Tet2_rep2	EM-seq_Preleukemia_Tet2_rep3	EM-seq_Preleukemia_Rx1_rep1	EM-seq_Preleukemia_Rx1_rep2	EM-seq_Preleukemia_Rx1_rep3	EM-seq_Preleukemia_Rx1Tet2_rep1	EM-seq_Preleukemia_Rx1Tet2_rep2	EM-seq_Preleukemia_Rx1Tet2_rep3	cluster
chr4.43215746	40.0	-1.0	45.45	80.0	75.0	68.75	55.0	40.0	62.5	85.0	65.0	66.67	4
chr1.153413648	58.82	70.59	57.14	86.67	73.53	53.85	91.67	68.97	75.0	85.0	95.0	88.46	4
chr5.147027620	50.0	57.14	54.55	72.0	90.91	94.12	94.12	90.0	91.43	87.5	100.0	95.0	4
chr17.35820308	48.89	36.36	44.44	53.33	48.65	45.45	73.08	65.96	48.15	70.0	82.93	71.88	4
chr11.120423215	-1.0	38.46	42.86	-1.0	60.0	71.43	50.0	62.5	75.0	76.19	80.0	68.75	4
chr7.6278636	40.91	50.0	50.0	56.25	70.59	65.0	-1.0	64.71	38.46	82.35	85.71	86.67	4
chr10.81558056	33.33	23.08	45.0	31.25	33.33	35.29	61.54	57.14	35.29	80.95	68.42	73.68	4
chr4.104622823	78.95	67.86	76.47	78.57	83.33	81.25	92.86	82.35	83.33	100.0	94.12	95.45	4
chr1.162204967	75.0	70.59	76.47	92.31	84.62	71.43	87.5	100.0	100.0	95.24	95.24	95.24	4
chr5.21159671	33.33	31.58	45.0	-1.0	52.38	38.46	60.87	57.69	66.67	85.71	81.82	87.5	4
chr7.65833381	58.82	69.23	66.67	78.57	42.86	84.21	90.48	82.76	84.62	73.68	100.0	94.44	4
chr19.36263912	29.03	35.29	40.54	44.83	51.72	40.74	55.56	36.36	26.09	73.08	78.57	80.0	4
chr1.192599806	18.52	29.41	22.22	40.91	15.38	54.17	32.14	45.45	60.87	68.42	53.57	60.0	4
chr6.125513487	50.0	44.44	56.0	57.14	66.67	54.17	63.16	80.77	86.36	88.89	91.89	84.62	4
chr14.58897986	15.38	28.57	32.0	-1.0	22.22	37.5	81.82	77.27	57.14	83.33	86.67	68.18	4
chr5.36545292	60.0	-1.0	60.0	-1.0	81.82	92.86	58.82	81.25	53.85	92.86	86.36	90.0	4
chr3.51901456	14.29	22.73	30.77	38.46	31.25	17.65	40.0	47.37	37.5	80.0	73.33	69.57	4
chr6.63930335	76.19	75.0	-1.0	-1.0	93.75	80.0	100.0	88.24	84.62	100.0	95.65	100.0	4
chr2.68234537	63.33	60.0	68.0	75.76	68.97	76.0	69.23	81.4	71.43	90.0	81.48	89.29	4
chr17.12514053	26.67	-1.0	21.43	50.0	50.0	61.54	41.67	31.25	30.77	68.75	75.0	57.14	4
chr1.35909449	-1.0	80.0	80.0	91.67	92.31	-1.0	100.0	100.0	-1.0	-1.0	100.0	92.86	4
chr18.50113602	61.54	52.17	61.11	60.0	46.15	52.94	80.0	81.82	73.68	73.08	78.95	72.22	4
chr6.119242552	74.07	76.47	83.33	100.0	80.0	80.0	100.0	100.0	95.45	100.0	95.83	94.74	4
chr14.69877911	41.67	50.0	46.67	-1.0	93.75	53.33	-1.0	54.55	83.33	66.67	76.0	70.37	4
chr1.79470341	76.0	64.71	69.57	78.95	70.37	67.86	85.71	85.71	87.5	93.55	96.15	100.0	4
chr3.142855386	63.33	69.57	73.17	95.45	84.0	80.0	89.66	90.91	94.44	86.21	92.59	83.33	4
chr9.56459743	35.71	35.0	44.74	44.44	57.89	78.12	80.0	65.38	57.69	82.61	66.67	81.58	4
chr18.74007935	24.14	21.05	24.0	44.44	33.33	56.25	45.45	54.29	47.62	55.0	70.59	36.84	4
chr11.68220890	-1.0	69.23	63.64	91.67	-1.0	-1.0	-1.0	100.0	-1.0	92.86	100.0	100.0	4
chr5.89450153	78.12	80.95	74.29	90.0	67.57	76.92	94.74	92.86	92.86	100.0	96.77	100.0	4
chr17.31072298	0.0	5.88	17.65	-1.0	36.36	-1.0	60.0	30.0	17.65	38.1	52.63	47.06	4
chr12.108394837	43.33	46.43	36.36	22.73	42.86	57.89	69.23	60.0	64.52	64.71	67.57	57.14	4
chr12.115448341	65.22	66.67	74.29	85.71	86.05	75.0	71.88	78.95	57.14	86.96	88.24	94.29	4
chr9.43737163	75.0	-1.0	70.59	-1.0	82.35	89.47	100.0	93.33	90.0	100.0	76.92	92.31	4
chr18.63205152	-1.0	21.43	23.08	54.55	36.84	40.0	64.71	60.0	66.67	88.0	82.61	68.42	4
chrX.168281109	58.33	53.85	59.09	84.62	64.29	75.0	70.0	83.33	88.89	88.24	78.95	90.0	4
chr19.22312685	58.97	53.33	44.0	70.0	75.0	66.67	87.5	78.12	86.67	92.31	70.37	70.37	4
chr3.105923945	72.22	76.92	75.0	80.0	77.27	92.31	100.0	93.55	90.91	94.44	90.48	80.0	4
chr17.28220501	32.14	38.46	28.0	46.43	51.28	38.1	34.78	41.38	21.62	61.9	75.0	62.5	4
chr2.126957916	73.68	64.52	71.88	88.46	80.0	96.15	96.97	95.0	95.83	100.0	100.0	95.0	4
chr9.96716698	58.82	66.67	70.21	78.79	81.48	94.74	74.07	65.71	42.11	88.0	100.0	97.5	4
chr14.33672377	68.18	72.22	77.78	86.67	93.75	63.16	81.82	88.0	90.0	95.83	100.0	91.67	4
chr16.92754856	80.0	-1.0	80.0	-1.0	-1.0	72.73	80.0	80.0	-1.0	-1.0	100.0	100.0	4
chr1.161352968	41.18	45.45	33.33	80.0	60.0	80.0	26.67	56.67	57.69	73.91	71.43	71.43	4
chr7.60258905	25.0	30.0	27.27	53.85	38.46	16.67	46.15	30.0	46.67	52.94	50.0	58.82	4
chr15.85524222	9.09	-1.0	9.09	-1.0	-1.0	-1.0	70.0	80.0	66.67	-1.0	68.75	84.62	4
chr7.73581815	79.17	68.18	71.43	88.89	80.0	90.48	100.0	92.0	89.66	90.0	100.0	100.0	4
chr9.32017810	60.0	50.0	48.65	76.67	69.57	80.0	87.5	81.82	73.33	91.11	95.56	90.32	4
chr13.76266223	73.33	69.23	70.37	67.74	95.45	82.76	95.65	89.74	95.0	96.0	100.0	95.45	4
chr9.78517667	42.86	50.0	33.33	81.82	31.82	50.0	40.0	56.25	45.45	66.67	82.61	78.95	4
chr15.27610334	22.86	13.79	10.71	52.0	51.52	48.15	35.71	29.27	13.51	60.71	64.71	52.78	4
chr12.108295791	41.03	48.15	36.84	80.0	65.71	36.0	80.0	78.26	64.29	75.0	51.85	56.67	4
chr7.144293928	-1.0	72.73	71.43	92.86	88.46	76.47	69.23	95.0	-1.0	100.0	100.0	93.33	4
chr5.27583594	70.59	-1.0	72.22	93.75	75.0	72.0	100.0	100.0	88.24	90.0	95.45	94.44	4
chr15.55073117	70.0	64.0	74.29	100.0	86.36	81.82	100.0	90.62	97.06	100.0	85.71	95.0	4
chr1.166041380	62.5	52.0	61.29	52.94	45.45	55.56	65.0	73.08	58.62	76.92	75.86	84.21	4
chr12.25177224	34.78	44.44	35.0	-1.0	69.23	60.0	55.0	41.67	53.85	66.67	66.67	73.68	4
chr4.35310785	68.42	61.54	66.67	78.57	90.91	68.42	100.0	93.33	100.0	100.0	87.1	100.0	4
chr1.155402635	57.14	44.83	58.33	59.09	48.57	59.09	89.47	76.67	80.0	71.43	96.0	68.18	4
chr7.89308279	15.38	10.53	11.76	22.22	26.92	25.0	27.78	37.93	36.0	48.0	58.62	32.0	4
chr18.69938892	75.0	71.43	72.22	92.31	89.47	88.24	80.0	96.67	86.67	96.55	100.0	93.33	4
chr5.142933626	38.46	40.0	39.39	75.0	81.82	81.82	60.0	50.0	28.0	90.91	80.77	52.63	4
chr8.46718528	29.41	33.33	50.0	-1.0	52.63	38.89	80.0	73.68	76.19	86.36	96.55	88.89	4
chr14.75795263	52.38	65.38	62.96	76.47	73.08	83.33	78.26	63.33	80.95	90.91	87.88	81.82	4
chr9.61909843	-1.0	71.43	71.43	81.82	87.5	93.75	91.67	93.33	90.91	85.71	100.0	92.0	4
chr7.122471085	72.73	68.42	80.0	-1.0	100.0	85.0	100.0	100.0	91.67	90.0	100.0	96.3	4
chr3.138468055	60.47	45.45	44.74	55.0	50.0	55.88	77.78	62.79	71.05	85.19	88.57	75.0	4
chr1.36815129	63.64	-1.0	69.23	41.67	80.0	75.0	86.67	100.0	100.0	100.0	93.75	91.67	4
chr11.4239471	54.55	-1.0	57.89	85.71	86.36	95.0	52.94	50.0	31.58	72.22	72.0	80.0	4
chr13.96956316	26.32	21.43	11.76	9.09	14.29	0.0	27.78	42.11	21.74	57.14	60.87	47.83	4
chr16.18342410	39.29	43.75	47.62	47.06	38.89	23.81	76.19	80.0	65.22	85.71	84.62	76.47	4
chr5.90758799	53.33	36.36	41.67	75.0	78.26	54.55	70.59	53.85	20.0	86.36	82.35	70.59	4
chr13.69604140	33.33	30.0	28.57	41.67	29.17	30.77	41.18	37.04	31.58	59.09	50.0	56.52	4
chr10.89600141	65.38	65.85	75.0	77.78	80.0	78.95	95.65	89.66	84.0	91.3	100.0	93.55	4
chr7.29657710	83.33	80.0	76.47	-1.0	92.86	86.67	100.0	95.65	100.0	100.0	100.0	-1.0	4
chr4.58943058	63.16	55.17	52.94	75.0	80.0	71.43	84.21	76.19	84.0	81.82	82.35	76.92	4
chr10.19059410	51.85	46.67	55.0	87.5	73.33	69.23	86.21	83.33	84.0	81.25	88.89	100.0	4
chr14.25073962	64.71	52.94	63.64	77.78	82.14	78.95	86.36	86.96	69.23	100.0	87.5	89.47	4
chr6.42567741	57.69	52.17	46.15	78.57	80.56	75.0	57.69	58.06	55.17	66.67	76.0	83.33	4
chr1.191336484	78.57	72.73	71.43	-1.0	90.0	84.62	90.48	91.67	88.24	100.0	100.0	100.0	4
chr3.149112042	0.0	0.0	4.76	30.0	10.0	12.5	-1.0	0.0	0.0	38.46	32.14	44.0	4
chr13.113332206	41.67	-1.0	47.06	-1.0	46.15	70.0	50.0	75.0	75.0	93.75	93.75	80.95	4
chr7.30024118	59.09	71.43	65.38	80.95	84.62	91.67	-1.0	89.47	92.31	96.3	89.66	86.67	4
chr1.157299479	70.59	69.23	63.64	75.0	86.67	75.0	92.86	89.47	89.47	91.67	82.35	83.33	4
chr5.105523844	54.84	43.33	53.85	65.38	51.35	47.37	73.91	73.53	57.69	75.86	88.57	75.0	4
chr16.58499515	33.33	33.33	23.53	55.56	44.83	35.0	72.22	78.57	60.0	78.12	73.91	70.59	4
chr5.44197850	0.0	13.33	7.14	14.29	0.0	0.0	28.57	32.0	15.0	37.5	53.57	45.45	4
chr7.133570469	28.0	33.33	26.67	53.85	21.05	56.52	52.94	43.48	-1.0	57.89	66.67	75.0	4
chr4.150378717	36.67	19.35	40.0	34.48	43.75	23.08	68.0	53.33	58.82	72.41	80.56	65.22	4
chr10.86786055	42.86	54.55	47.37	68.97	57.14	65.0	70.37	74.51	47.5	74.19	84.38	84.0	4
chr17.86941526	40.0	-1.0	33.33	25.0	38.46	57.89	50.0	-1.0	63.64	64.29	76.47	68.75	4
chr6.8630741	57.14	38.46	50.0	43.75	60.0	52.63	78.95	89.29	87.5	68.18	95.45	73.91	4
chr17.62859625	8.33	12.5	26.32	-1.0	17.39	17.65	73.33	58.33	52.38	66.67	76.47	68.75	4
chr3.126796250	27.78	25.0	38.1	47.37	60.0	-1.0	39.13	45.71	44.83	83.33	84.62	73.33	4
chr11.70829436	10.53	16.67	0.0	-1.0	10.0	-1.0	-1.0	69.23	58.33	70.0	76.47	75.0	4
chr12.35694202	56.52	47.62	44.44	54.55	70.0	76.92	69.23	83.33	35.29	80.77	76.0	75.0	4
chr4.117435047	38.46	-1.0	30.77	-1.0	72.22	58.33	78.57	92.31	88.24	100.0	100.0	69.23	4
chr5.124226795	59.09	53.85	60.0	73.91	62.5	81.48	70.37	60.0	64.71	87.5	82.76	80.0	4
chr11.51341372	47.62	42.11	35.29	-1.0	70.37	76.47	57.14	65.38	50.0	56.25	70.83	60.0	4
chr5.13627271	60.87	50.0	56.25	75.0	74.29	78.57	78.57	77.78	70.83	77.27	76.47	68.42	4
chr3.9178888	6.67	11.11	20.0	45.16	44.83	33.33	10.53	4.88	9.52	44.83	30.77	48.0	4
chr1.62947628	66.67	63.64	-1.0	90.91	83.33	53.85	93.33	100.0	100.0	91.67	80.0	88.24	4
chr11.15034314	36.36	40.0	45.45	46.15	63.16	66.67	53.85	52.94	75.0	83.33	77.78	71.43	4
chr9.72685411	48.15	45.83	37.93	38.89	38.1	38.46	65.0	70.27	70.0	73.91	84.21	69.23	4
chr6.91741061	0.0	-1.0	0.0	-1.0	22.22	-1.0	20.0	-1.0	0.0	25.81	18.18	22.22	4
chr10.18685180	68.18	75.86	65.22	78.95	78.12	68.0	92.31	78.26	87.18	92.31	95.65	87.5	4
chr8.121349991	50.0	36.84	55.56	57.14	73.91	80.0	72.73	55.56	80.0	100.0	87.5	85.71	4
chr7.99712316	71.43	68.42	56.52	64.29	71.43	69.57	100.0	88.89	96.0	95.24	90.0	94.44	4
chr10.41064574	69.23	60.0	61.54	-1.0	92.31	64.29	88.24	80.0	90.91	95.0	85.29	88.89	4
chr16.57584062	61.29	66.67	69.44	81.48	70.27	72.73	86.67	94.87	89.29	84.62	92.86	83.33	4
chr13.46980444	71.43	61.54	70.0	90.0	68.0	60.0	-1.0	90.91	86.96	85.19	94.44	85.71	4
chr18.79948755	15.0	31.58	12.0	64.71	56.52	36.84	68.75	52.94	40.0	73.68	90.48	82.61	4
chr7.24645224	3.23	0.0	0.0	14.29	0.0	8.7	22.22	15.22	20.69	25.0	20.45	21.88	4
chr8.93637127	75.0	66.67	70.0	-1.0	80.0	100.0	-1.0	72.73	86.67	100.0	93.33	100.0	4
chr5.123512040	62.07	72.22	68.0	68.18	65.38	64.29	92.31	86.96	87.5	95.24	100.0	92.86	4
chr10.14432465	70.21	66.67	64.15	88.24	87.04	87.5	84.62	71.11	64.52	84.44	82.35	92.0	4
chr11.114313802	63.64	75.0	72.73	-1.0	75.0	88.24	95.45	95.45	68.18	100.0	94.74	100.0	4
chr3.76952974	69.23	67.86	75.86	78.95	82.86	83.33	94.74	87.88	84.0	100.0	93.55	87.88	4
chr4.5173178	50.0	47.37	58.33	53.33	68.0	47.83	66.67	76.92	70.0	81.82	74.19	73.08	4
chr6.124780773	72.0	81.82	75.0	81.25	88.46	84.21	75.0	66.67	83.33	94.44	95.24	100.0	4
chr14.19905548	23.08	26.67	32.26	50.0	62.5	37.04	34.62	54.55	20.0	65.0	51.35	66.67	4
chr3.9526937	57.69	50.0	64.71	84.62	62.07	83.33	61.9	70.27	59.46	80.0	88.24	95.45	4
chrX.153492532	23.08	15.38	23.08	20.0	7.14	10.0	-1.0	32.0	6.25	46.15	36.84	41.67	4
chr14.30056656	59.09	42.86	50.0	62.5	34.78	39.13	87.5	72.22	55.56	95.45	93.1	84.21	4
chr18.60492383	50.0	58.62	60.0	84.85	87.5	79.17	58.06	70.0	53.57	73.53	74.19	85.71	4
chr17.86172342	57.14	64.29	64.71	-1.0	64.29	75.0	80.0	71.43	77.78	85.71	91.67	84.62	4
chr3.69154739	25.0	26.67	45.45	54.55	56.52	50.0	61.54	60.0	26.32	70.0	85.0	72.22	4
chr5.4564485	90.91	94.12	94.74	-1.0	90.91	71.43	61.11	64.71	68.18	-1.0	77.27	80.0	4
chr10.81327776	53.33	50.0	47.06	-1.0	86.67	81.25	84.62	81.82	-1.0	92.86	93.75	82.35	4
chr7.117308006	64.29	71.43	68.18	90.0	94.12	76.19	87.5	75.0	83.33	94.44	88.0	84.62	4
chr9.120118455	76.19	75.0	73.33	-1.0	86.96	60.0	61.11	55.56	42.11	43.75	37.14	41.18	4
chr18.82905490	30.0	31.25	30.0	-1.0	57.14	46.67	16.67	72.73	18.18	66.67	60.0	70.0	4
chr11.69319988	50.0	63.16	42.11	72.73	73.68	62.5	80.0	81.82	-1.0	82.35	93.75	100.0	4
chr9.78034646	57.14	62.5	66.67	90.0	77.78	88.24	94.12	66.67	76.92	86.36	88.0	71.43	4
chr11.100858118	45.45	36.84	44.12	65.0	42.86	31.58	41.18	61.76	20.83	76.92	76.47	73.68	4
chr14.33414069	61.54	60.0	58.33	-1.0	70.0	60.0	91.67	86.67	90.91	87.5	100.0	90.91	4
chr16.93585206	68.75	80.0	70.0	89.47	80.0	84.21	93.33	95.0	95.65	100.0	93.94	91.3	4
chr2.77200382	64.71	59.26	55.0	66.67	74.07	79.17	72.73	68.42	78.95	82.35	96.43	85.71	4
chr4.100335943	27.27	19.35	21.62	37.84	43.33	25.71	44.83	49.02	25.71	67.74	71.05	76.92	4
chr9.117348656	29.63	42.31	48.15	56.0	38.24	48.39	74.07	74.42	87.18	85.19	84.85	65.79	4
chr4.20721905	57.14	57.89	54.29	80.0	80.0	86.67	80.0	83.33	86.21	71.79	72.0	83.33	4
chr11.98874218	48.65	47.22	54.05	78.26	51.11	44.0	93.1	87.1	81.08	94.29	89.19	86.36	4
chr11.25040385	25.0	30.77	27.27	-1.0	40.0	23.53	-1.0	35.71	30.77	64.29	68.18	63.64	4
chr17.12812538	62.5	70.59	66.67	70.59	80.0	63.16	88.89	96.55	90.0	90.91	92.86	89.66	4
chr5.122700236	58.33	60.87	66.67	74.29	76.47	63.64	80.0	78.38	88.89	94.44	93.75	86.49	4
chr1.128607841	65.0	68.75	61.11	73.68	69.23	75.0	86.67	86.36	83.33	71.43	80.95	87.5	4
chr7.126630139	23.81	11.11	11.11	19.05	16.67	18.75	35.71	29.63	6.25	45.83	60.71	57.14	4
chr5.134461629	75.0	68.18	71.43	77.78	96.0	80.0	94.44	84.62	82.76	100.0	94.29	90.0	4
chr4.107849856	47.37	35.71	44.44	27.27	82.61	-1.0	28.57	36.36	13.33	81.25	73.68	83.33	4
chr3.95851492	70.0	57.14	65.0	53.85	53.57	62.5	77.27	72.22	78.95	93.55	88.89	83.33	4
chr8.78235856	58.82	58.82	66.67	54.55	60.0	55.56	88.24	66.67	60.0	88.89	88.89	78.95	4
chr1.87079311	42.86	30.77	39.47	41.67	51.52	38.46	46.67	44.83	42.11	86.96	85.71	80.0	4
chr6.36318796	47.83	41.18	47.06	50.0	54.55	28.57	43.75	70.59	59.26	75.0	65.0	71.43	4
chr4.82361827	48.65	45.71	43.59	43.48	45.71	36.67	75.86	79.17	58.33	75.0	87.5	78.57	4
chr9.55319808	-1.0	57.14	56.25	-1.0	84.62	83.33	80.0	75.0	53.85	77.78	77.78	73.68	4
chr2.174497818	100.0	-1.0	100.0	80.0	80.0	-1.0	-1.0	94.44	100.0	100.0	94.12	100.0	4
chr19.37656766	36.84	40.74	51.61	65.0	63.64	70.0	45.45	54.05	21.62	67.65	73.33	80.77	4
chr5.5095428	76.47	66.67	76.47	81.25	88.0	79.17	86.96	86.96	90.0	96.97	100.0	93.75	4
chr1.173192307	33.33	25.0	28.0	45.0	32.14	29.41	37.5	54.55	59.09	52.38	60.53	60.0	4
chr16.70240796	59.26	56.25	50.0	66.67	66.67	73.33	73.33	88.0	69.23	71.88	76.92	82.14	4
chr17.71289334	55.56	40.0	36.84	70.0	68.0	60.87	75.0	68.75	74.07	77.78	86.36	90.48	4
chr2.167802744	66.67	75.0	66.67	84.62	75.86	71.43	85.71	82.5	91.89	88.24	89.47	97.37	4
chr5.100227474	21.74	23.53	16.0	33.33	42.86	44.44	16.67	31.03	10.53	44.44	41.67	47.37	4
chr16.58637697	50.0	38.89	42.31	58.82	42.86	33.33	58.82	54.17	79.17	66.67	73.08	83.33	4
chr5.51563302	25.0	37.5	20.0	52.0	46.43	36.0	47.37	51.85	62.96	66.67	54.84	66.67	4
chr4.35094751	23.08	-1.0	18.75	31.58	56.0	33.33	69.23	76.19	66.67	100.0	90.48	84.0	4
chr14.54882252	75.0	66.67	75.0	68.75	72.73	66.67	81.82	93.75	86.67	90.0	93.33	95.0	4
chr1.80350437	76.19	66.67	73.33	94.12	90.0	83.33	80.0	73.33	75.0	95.0	96.55	100.0	4
chr5.123831635	40.74	43.33	32.35	72.73	76.32	60.0	61.9	63.16	63.33	64.86	80.56	77.78	4
chr5.125408687	57.69	59.09	56.67	72.22	78.38	54.55	81.48	90.32	86.21	79.49	72.41	86.67	4
chr9.110859689	-1.0	35.71	38.46	57.14	38.89	-1.0	-1.0	63.64	82.35	80.95	76.92	86.67	4
chr15.73557232	71.43	78.95	75.0	90.91	96.55	93.33	86.96	94.74	88.89	93.75	100.0	95.0	4
chr5.124852130	61.54	50.0	50.0	70.0	60.87	75.0	76.47	85.0	90.91	82.61	92.31	90.48	4
chr5.138261802	76.47	72.73	70.0	86.67	82.35	73.33	100.0	100.0	-1.0	94.44	95.45	93.75	4
chr5.24473443	38.89	-1.0	31.58	-1.0	58.82	53.33	70.0	60.0	58.82	73.08	82.61	76.19	4
chr4.134922656	20.0	23.53	27.78	41.67	50.0	44.44	41.18	25.0	5.0	47.62	39.13	30.0	4
chr19.47468959	55.0	40.0	51.85	75.0	63.64	69.57	75.0	83.33	82.14	100.0	93.94	76.19	4
chr2.181098451	30.0	-1.0	28.57	53.85	63.64	64.71	52.63	52.63	42.86	36.36	53.85	57.14	4
chr11.76390484	-1.0	69.23	66.67	-1.0	94.74	91.67	81.82	92.31	83.33	88.0	100.0	89.47	4
chr19.12414363	70.0	69.23	-1.0	69.23	71.43	82.35	-1.0	73.33	94.12	90.48	88.89	94.12	4
chr9.16744360	36.36	42.86	-1.0	72.22	81.82	69.23	61.54	-1.0	68.75	80.0	50.0	72.73	4
chr10.98838065	63.16	62.5	66.67	72.0	62.96	79.17	87.5	85.0	94.44	89.66	100.0	89.47	4
chr5.147495099	25.0	21.05	25.0	42.86	33.33	33.33	35.71	33.33	5.26	45.0	40.0	46.67	4
chr10.12226778	58.82	55.0	56.0	73.33	66.67	55.56	65.0	81.25	71.43	77.78	85.71	88.89	4
chr5.99069471	76.0	73.33	78.57	89.47	88.24	84.62	100.0	81.25	100.0	100.0	96.55	100.0	4
chr8.6375207	65.0	68.42	68.0	86.67	57.89	56.25	90.91	87.88	86.36	100.0	86.67	90.91	4
chr9.43102464	61.11	61.29	65.62	81.08	68.42	68.97	86.67	73.53	71.43	86.49	93.55	87.5	4
chr14.119114240	69.23	63.64	73.33	73.33	83.33	79.17	72.0	86.11	92.86	84.62	93.33	94.74	4
chr13.47776966	50.0	50.0	-1.0	57.14	52.94	90.91	68.75	68.97	41.18	81.82	77.78	76.47	4
chr9.110455086	38.1	23.08	15.38	25.0	41.67	23.53	20.0	54.55	57.14	60.0	68.0	75.0	4
chr16.84993149	65.0	70.37	53.33	95.0	85.0	88.89	72.22	63.64	52.63	100.0	100.0	87.5	4
chr15.99652627	38.1	30.0	42.11	57.14	45.0	37.5	64.29	81.82	69.23	68.75	69.57	61.9	4
chr10.62233807	50.0	40.0	50.0	68.75	50.0	52.17	81.82	75.0	75.0	83.33	91.67	45.45	4
chr5.45278769	5.26	15.0	0.0	9.09	17.65	27.27	23.08	5.56	3.85	35.0	33.33	43.75	4
chr18.5817873	-1.0	27.27	25.0	60.0	66.67	73.33	38.46	38.46	-1.0	68.75	57.14	82.35	4
chr12.31859354	44.44	36.36	35.29	65.0	51.85	66.67	47.37	52.94	43.48	66.67	64.71	76.19	4
chr10.70042080	72.73	68.0	66.67	68.42	74.19	60.0	100.0	75.76	76.0	93.1	90.32	87.5	4
chr5.64693392	66.67	63.16	76.19	88.89	85.71	77.27	88.89	87.88	85.71	88.89	100.0	100.0	4
chr19.29603994	59.26	66.67	68.75	80.0	57.69	60.0	90.48	95.24	86.36	83.33	100.0	80.77	4
chr11.102626907	8.33	9.09	15.38	-1.0	35.71	18.75	33.33	40.0	31.25	18.18	31.58	20.0	4
chr13.83331159	50.0	41.18	47.62	66.67	66.67	59.09	90.91	81.48	88.46	86.67	100.0	92.59	4
chr9.114578824	0.0	10.0	0.0	-1.0	23.53	8.33	11.76	30.0	25.0	40.74	52.17	31.82	4
chr2.155882236	52.63	41.67	52.17	55.56	58.54	66.67	81.82	81.58	60.0	85.71	85.0	81.48	4
chr12.102261205	64.71	64.29	73.33	76.92	80.0	66.67	93.33	80.95	82.35	100.0	89.29	88.89	4
chr9.114712004	50.0	59.26	58.33	73.08	66.67	60.87	85.0	100.0	86.21	91.67	93.33	89.66	4
chr1.137864206	25.81	30.77	38.1	58.82	69.23	53.57	50.0	38.46	39.13	77.78	55.0	80.0	4
chr14.105531988	68.18	73.33	69.7	85.0	80.77	90.91	91.3	85.71	76.92	100.0	97.14	94.12	4
chr7.126282725	47.06	58.33	59.09	56.25	64.0	69.57	90.0	89.74	80.0	94.74	100.0	69.23	4
chr8.23662422	0.0	0.0	11.11	0.0	0.0	16.67	0.0	6.9	10.0	23.53	31.82	38.46	4
chr1.176762609	50.0	48.28	48.65	57.58	60.87	50.0	72.0	75.0	84.85	80.0	90.0	93.55	4
chr3.144749812	62.16	66.67	58.33	81.48	78.57	64.0	67.86	72.34	84.0	83.33	83.33	87.1	4
chr5.76817831	69.23	66.67	74.07	92.86	73.91	-1.0	84.0	95.24	92.86	93.75	95.45	94.74	4
chr5.31393925	43.9	31.43	34.29	41.38	54.35	50.0	58.82	66.67	53.85	64.71	60.98	72.73	4
chr17.27646935	10.0	-1.0	7.69	10.0	18.75	18.18	30.77	0.0	6.25	33.33	42.31	33.33	4
chr13.99888531	66.67	-1.0	71.43	72.73	-1.0	72.22	78.57	80.0	68.75	88.89	100.0	100.0	4
chr18.75343579	11.11	15.79	14.29	33.33	20.83	4.76	23.53	23.08	20.0	47.22	41.94	44.0	4
chr13.41871952	55.17	62.5	64.0	60.0	76.0	63.64	56.52	73.68	58.82	76.92	83.33	86.36	4
chr7.135746645	19.05	20.0	26.32	50.0	42.86	-1.0	58.82	50.0	48.39	76.47	68.0	57.69	4
chr19.6284530	50.0	33.33	46.67	58.33	38.71	55.56	-1.0	82.61	73.68	75.0	83.33	78.57	4
chr14.7972032	10.0	20.0	20.0	-1.0	45.45	16.67	-1.0	16.67	0.0	42.86	46.15	60.0	4
chr13.34256634	62.5	60.61	72.22	73.17	79.55	60.0	89.19	85.71	71.05	85.29	90.91	94.44	4
chr2.153022617	62.07	70.0	65.22	78.57	63.16	90.0	80.0	93.75	84.21	88.89	95.24	91.67	4
chr1.177877410	41.38	40.91	47.06	61.11	71.43	50.0	57.14	80.95	80.95	96.15	93.33	86.67	4
chr10.34382499	40.0	33.33	33.33	53.33	70.59	58.62	66.67	77.27	41.18	71.43	82.61	85.0	4
chr15.54122176	52.94	63.16	59.26	64.71	92.0	46.15	72.22	78.26	95.24	91.67	87.5	78.57	4
chr6.84554472	46.67	55.17	48.48	47.83	56.1	48.28	68.42	53.85	48.0	82.76	92.31	89.66	4
chr13.29458300	66.67	65.0	53.57	81.48	74.19	70.0	76.67	87.5	79.07	87.88	95.45	90.24	4
chr14.55857139	55.56	41.94	50.0	65.79	68.89	64.0	68.42	65.52	51.61	89.66	82.61	81.08	4
chr13.45024385	60.0	47.83	51.61	76.0	52.38	54.55	72.41	62.22	63.64	83.33	83.78	74.07	4
chr8.118122903	62.5	73.33	64.29	-1.0	76.47	81.25	84.62	84.62	94.12	83.33	95.65	94.44	4
chr18.77812130	62.5	70.0	71.05	82.61	86.36	76.92	93.75	92.86	73.91	90.48	92.0	82.35	4
chr2.131883438	30.43	47.37	42.86	75.0	50.0	81.48	71.43	68.0	81.82	64.29	81.48	86.67	4
chr10.39564769	44.12	40.0	40.54	57.69	48.65	52.63	85.19	94.29	44.19	92.45	100.0	96.15	4
chr8.36662080	81.82	73.33	71.43	77.78	86.67	78.95	100.0	93.1	100.0	90.0	88.89	96.88	4
